app_id,recommendationid,language,review,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,timestamp_created
730,234359556,koreana,"이 게임을 하고 나서 내 자존감이 높아졌다
인성 터진 개쓰레기들을 만나면서 와 나 정도면 괜찮은 사람이구나 라는 것을 느꼈다",True,165,45,0.93922656774520874,0,True,False,False,1788421673
730,233465782,english,"I thought CS2 was supposed to be a tactical FPS, but it turns out it’s actually a premier spectator sport for watching people spin like Beyblades at Mach 5 while headshotting my entire team through three solid brick walls. Valve’s anti-cheat feels less like a security system and more like a polite ""Please Don't Cheat"" sticky note attached to the servers. At this point, I’m not even mad at the guy jumping across the map with a sniper rifle while looking directly at the floor—I’m just impressed by his dedication to turning a competitive shooter into a single-player god-mode simulator.

Rating: 10/10, would get wallbanged from another lobby again.",False,257,47,0.869748830795288086,13,True,False,False,1787441343
730,233719675,schinese,"我爱这个游戏，100%，但很多时候爱不能支撑着我们走下去。
诚然，我才玩了一千多个小时，对于这个游戏，我只是刚刚入门，说支撑不下去也许为时过早。但我们何尝不能管中窥豹，起码我是24年初开始玩的，那个时候这个游戏远远没有现在恶心，那对于现在刚刚开始玩的新玩家，什么可以支撑着他们玩下去？难道是一次又一次无关痛痒的更新？（甚至这些更新make it worse）
当然，老生常谈，狗屎一样的反作弊是驱动我写这篇评测的主要原因，但是你做不好反作弊，我也理解，毕竟那些扫盘游戏都禁止不了反作弊，更何况你呢，对吧？
但是信任成为了一个巨大的问题，我还记得在很久之前，发公告说vac更新了，当时的社区里也一片欣欣向荣，大家说死斗脚本变少了，闲下来之后我立马兴致勃勃的开了一把死斗，但没有，脚本机器人还是很多，true，也许你是封禁了一批脚本机器人，但是很快就有一批新的，当时的死斗环境就好了一个上午也许
you know why，武库通行证让一个优先账号的回本速度变得空前的快，工作室有利可图，而你也懒得管——他们花钱买了优先账号和武库通行证，你提供服务器，想来那年10月3日我们的群里还在积极讨论武库通行证，甚至人手一张试试水，没有想到此后脚本挂箱机器人变得空前的多
你们似乎尝试做了努力，降低刷经验的速度，可这影响的不只是脚本，还有我们这些正常玩家。我们已经没有很多时间玩游戏了，很多时候聚在一起玩，也都是以周常掉落为借口，但是官匹对局吊诡不堪，胜负根本不取决于我们自己，很多时候赢不了几回合，而我们都疲惫不堪了，只能各自下线，靠打死斗补一些经验
但死斗里都他妈是脚本，甚至有些脚本我都分辨不出来，现在的脚本甚至会打开麦克风，这你他妈敢信？第一次听到有人开着麦克风不说话只有枪声脚步声，我心想f*ck this as*hole，在这干扰人，我甚至会也打开麦克风放音乐，但是后来我发现这些开麦的人居然是脚本。
我无疑是愤怒的，这些脚本已经以假乱真了，而且他们有透视和自瞄，参数有高有低，所以每次我被脚本恶心到了，我就鞭尸，我就打字骂，我知道这些数字生命根本没感觉，但是f*ck，有些参数低的脚本也会锁尸体，也会鞭尸，所以f*ck it，我就鞭
刚才就有一个人，我以为他是脚本，鞭了骂了，但发现他不是，因为他也反击了，我想脚本还做不到这一点，我知道这争吵是由我开启的，所以让我觉得我也是个as*hole
打开商店界面，最有价值的评测几乎全部都是不推荐，而且他们都写得很认真，不存在恶意差评这一说吧，这也让我很感慨，大家都说V社很注重社区，那这些差评V社是看不见吗，还是说其实根本不give a f*ck
V社：我们注重社区的声音 
测谎仪：👎👎👎
我爱这个游戏，所以我应该推荐的，但是如果我今天真的说我推荐这个游戏的话
测谎仪：👎👎👎
so f**k it，f**k you，valve，keep ruining this game

以下是英文机翻，但是没有人give a f*ck，但英文社区是声音很大的一个社区，所以我也想分享一下：
I love this game, 100% — but a lot of the time, love alone can't carry us through.

Sure, I've only put in a little over a thousand hours. For this game, I'm still just a beginner, and maybe it's too early to say I can't go on. But why can't we read the signs from a small sample? At least I started playing in early 2024 — back then, the game was nowhere near as frustrating as it is now. So for new players just picking it up today, what's going to keep them going? A bunch of irrelevant updates that don't even matter? (Updates that, even worse, make it, well, worse.)

Of course, the same old song — the god-awful anti-cheat — is the main reason I'm writing this review. But hey, I get it if you can't get anti-cheat right. After all, even those kernel-level anti-cheat games can't stop cheaters, so why should you be any different, right?

But trust has become a huge issue. I remember a while back, when an announcement said VAC had been updated, the community was buzzing with optimism. Everyone said aimbot scripts in deathmatch had dropped. So as soon as I had some free time, I jumped into a deathmatch game with high hopes. But nope — still plenty of script bots. True, maybe you did ban a wave of them, but new ones popped up just as fast. The deathmatch environment was better for, what, one morning at best?

You know why. The Armory Pass made it insanely fast for a prime account to turn a profit. Farming studios saw dollar signs, and you couldn't be bothered to care — they bought prime accounts and Armory Passes, you provided the servers. I remember back on October 3rd, our group chat was all hyped about the Armory Pass, everyone even bought one to try it out. Little did we know that script-farming bots would explode like never before after that.

You guys seem to have tried — slowing down XP gain. But that doesn't just affect bots; it hits us normal players too. We don't have much time to game anymore. Most of the time when we get together, it's under the excuse of weekly drops. But official matchmaking is an absolute circus. Wins and losses aren't even up to us — half the time we can't string together a few rounds, and we're all just exhausted. We end up logging off one by one, grinding some XP in deathmatch instead.

But deathmatch is f*cking infested with bots. Some of them I can't even tell apart anymore — now they even turn on their mics. Can you f*cking believe that? The first time I heard someone with an open mic, just gunshots and footsteps, no talking, I thought, ""f*ck this as*hole, just here to annoy everyone."" I even turned on my own mic to blast music. But later I realized — those guys with open mics? They were bots.

I'm furious, no question. These bots are practically indistinguishable from real players now. And they have wallhacks and aimbots, with settings ranging from subtle to blatant. So every time I get tilted by a bot, I teabag them, I type insults in chat. I know these digital entities don't feel a thing, but ♥♥♥♥ — some low-setting bots even lock onto dead bodies and teabag back. So ♥♥♥♥ it, I'll teabag anyway.

Just now there was this guy — I thought he was a bot, so I teabagged and flamed him. But turns out he wasn't, because he fired back. I don't think bots can do that yet. I know I started that fight, which makes me feel like an as*hole too.

Open the store page — almost all the most helpful reviews are negative, and they're all written earnestly. No way that's just review-bombing. It really makes me think — everyone says Valve cares about the community. So can Valve not see these negative reviews? Or do they just not give a f*ck?

Valve: ""We value community feedback.""
Lie detector: 👎👎👎

I love this game, so I should recommend it. But if I were to say I recommend this game today —
Lie detector: 👎👎👎

So f*ck it. F*ck you, Valve. Keep ruining this game.",False,112,10,0.862448990345001221,0,True,False,False,1787719974
730,233620085,brazilian,"7.500,00 horas jogadas deve significar algo para realizar uma análise, correto? Vamos lá!

- Sobre o jogo: aquele FPS que atende desde o jogador casual, até o jogador mais empenhado (nerd) que curte ficar bom de verdade e entender mais das mecânicas que o jogo oferece. No começo você vai demorar um bom tempo para aprender o básico do jogo, acredite, essa é a melhor fase, aproveite-a muito bem.
- Minha maior dica para esse jogo? Assim como qualquer um outro, jogue com amigos, priorize a diversão, lembre-se que para a maioria dos jogadores isso é um mero passa tempo, então seja inteligente e passe seu tempo da melhor maneira possível. Caso não tenha amigos que jogam, garanto que vai fazer muita amizade massa, nesses 10 anos de CSGO/CS2, tenho inúmeros amigos que o jogo me proporcionou.

- Gosta de saber o lado ruim/negativo de qualquer jogo, e quer saber qual é o desse aqui? 
Ok, você pediu: em um jogo com tanta tradição, que tem um reinado quase que imbatível competitivamente, você pode (e vai) chegar em um determinado momento, se frustar muito, e perguntar ""como uma organização tão grande quanto a VALVE pode abrir tanto a mão de realmente querer acabar com os cheaters em seu próprio jogo?"", você vai muitas vezes ver que chegou uma grande atualização, esperar que eles tenham atualizado seu anti-cheater e quando abrir o jogo: boooom, mais uma coleção de skins (ao que parece, acabar com cheater não dá dinheiro pra eles infelizmente). 
Caso já tenha escutado (minimamente) sobre o game, deve ter percebido o quanto a comunidade reclama disso (cheaters), e eu posso garantir que na maioria das vezes não é choro (eu sou um player antigo, nas plataformas competitivas sou level máximo em todas, não é qualquer player que eu vou achar que é cheater, mas no modo ranqueado desse jogo, está totalmente infestado, são jogadores que não disfarçam minimamente que estão usando alguma trapaça). 
Quer ter uma ideia? Hoje em dia jogo 99% das vezes em plataformas terceiras (que tenham um anti-cheater próprio) para ter uma garantia maior de que não vou cair contra cheaters (obviamente que no meu caso, também jogo nessas plataformas visando um nível de competitividade maior). Consegue mensurar o quão frustante para um player casual deve ser ter que: comprar seu jogo> descobrir uma plataforma que não é do próprio jogo> baixar o anti-cheater dela> abrir o jogo nessa plataforma> entender como ela funciona, tudo isso para EVITAR CAIR CONTRA CHEATERS, ou melhor, por incompetência da empresa por trás do jogo.

- Conclusão: fora esse ônus (que é bem irritante) dos cheaters, garanto que o bônus compensa bastante toda a experiência, o dia que a desenvolvedora realmente se importar em acabar com os cheaters de verdade, esse jogo não terá mais reclamações.",True,64,3,0.84734797477722168,7,True,False,False,1787603946
730,233663687,turkish,yeter artık ota boka güncelleme getirmeyin her gün 1 gb 2 gb indire indire ssd nin anası sikildi amk hayır hilelere de hala hiçbir şey olmuyor posta kutusunun yerini değiştiriyorlar ne işe yarıyorsunuz siz,False,94,17,0.848443567752838135,1,True,False,False,1787661449
730,233803398,russian,"В CS2 есть три режима игры:

- Против читеров.
- С читерами.
- За читеров.

Иногда все три режима встречаются в одной команде.
Рекомендую.",True,75,21,0.826714515686035156,0,True,False,False,1787817153
730,234377029,russian,"Есть ощущение, что игра поощряет использование читов 
Даже если читер открыто показывает, что у него читы и он просто смеется над этой системой - бана не получит 
Зато ты, обычный чел, можешь улететь в красный траст фактор быстро 
",False,83,1,0.839767813682556152,4,True,False,False,1788444662
730,234086909,english,"cheater's don't even try to hide that they are cheating, top 100 are full of cheaters, they dont get banned, deathmatch is full of bots, what else? ah yea, devs try to profit from the community instead of fixing the bots, cheaters, etc..",False,102,2,0.834723472595214844,13,True,False,False,1788103072
730,233905295,english,"Great game, amazing gunplay, but here is a Brownie recipe.

Ingredients:

- 1 cup melted butter

- 2 cups sugar

- 1 cup cocoa powder

- 4 eggs

- 1 tsp vanilla extract

- 1.5 cups all-purpose flour

Instructions:

1. Preheat your oven to 180 degrees.

2. Mix the melted butter, sugar, and cocoa powder in a bowl.

3. Add the eggs and vanilla, then whisk until smooth.

4. Gently fold in the flour and mix until the batter is smooth.

5. Pour into a greased pan and bake for 25-30 minutes.

Let it cool before serving. Enjoy!",True,976,163,0.80724489688873291,12,True,False,False,1787926248
730,234924603,english,"Yes bro nice game, almost broke my monitor😊😊😊😊😊😊😊😊😊😊😊😊😊😁🙌🙌😃😃😃😃😃",True,76,51,0.785768032073974609,8,True,False,False,1789058855
